ppg_season_diff,net_goals_diff,home_pts_last_5,away_pts_last_5,pts_last_5_diff,best_player_diff,p(Home),p(Draw),p(Away),Result
-0.29000000000000004,0.3799999999999999,5,1,4,1.5,0.457,0.258,0.285,1
0.27999999999999997,-0.15999999999999992,3,0,3,-8.0,0.457,0.258,0.285,-1
-0.25,1.0899999999999999,9,7,2,5.5,0.457,0.258,0.285,1
0.3799999999999999,-0.04999999999999982,6,8,-2,4.0,0.457,0.258,0.285,-1
-1.38,-0.9100000000000001,5,13,-8,-2.0,0.457,0.258,0.285,-1
0.0,-0.1200000000000001,3,4,-1,1.0,0.457,0.258,0.285,-1
0.0,-0.51,6,4,2,3.0,0.457,0.258,0.285,-1
0.3700000000000001,1.2499999999999998,7,9,-2,24.5,0.457,0.258,0.285,0
-0.25,0.009999999999999898,11,13,-2,8.0,0.457,0.258,0.285,-1
1.38,0.2599999999999998,9,0,9,5.0,0.457,0.258,0.285,1
-1.2599999999999998,-1.72,6,12,-6,-8.5,0.457,0.258,0.285,1
-0.12,-0.6299999999999999,0,6,-6,4.5,0.457,0.258,0.285,0
0.0,1.1799999999999997,0,0,0,8.0,0.457,0.258,0.285,0
0.0,-0.7199999999999999,0,0,0,-11.5,0.457,0.258,0.285,1
0.0,0.3699999999999999,0,0,0,17.0,0.457,0.258,0.285,1
0.0,0.74,0,0,0,19.5,0.457,0.258,0.285,1
0.0,-0.7700000000000002,0,0,0,-7.0,0.457,0.258,0.285,1
0.0,-0.6199999999999999,0,0,0,7.5,0.457,0.258,0.285,-1
0.0,-0.53,0,0,0,-7.0,0.457,0.258,0.285,0
0.0,-1.01,0,0,0,-9.0,0.457,0.258,0.285,1
0.0,0.20999999999999996,0,0,0,-3.5,0.457,0.258,0.285,1
0.0,-1.6099999999999999,0,0,0,-14.0,0.457,0.258,0.285,-1
-0.21999999999999997,-0.51,8,9,-1,7.0,0.457,0.258,0.285,0
-0.32999999999999985,1.01,8,8,0,10.5,0.457,0.258,0.285,0
0.6600000000000001,0.16000000000000003,12,7,5,5.5,0.457,0.258,0.285,1
-0.21999999999999997,-0.34999999999999987,4,5,-1,-4.5,0.457,0.258,0.285,1
-0.10999999999999999,0.050000000000000044,1,3,-2,6.0,0.457,0.258,0.285,0
0.66,0.07000000000000006,6,2,4,1.0,0.457,0.258,0.285,-1
-1.22,-1.1,4,12,-8,-14.5,0.457,0.258,0.285,0
0.9999999999999999,1.03,12,4,8,8.0,0.457,0.258,0.285,-1
1.12,-0.6100000000000001,7,4,3,2.5,0.457,0.258,0.285,1
-0.77,-1.19,7,13,-6,-7.0,0.457,0.258,0.285,0
0.0,1.0699999999999998,6,6,0,1.5,0.457,0.258,0.285,0
-1.5,-1.4099999999999997,5,12,-7,-14.5,0.457,0.258,0.285,-1
1.1999999999999997,0.3400000000000001,10,9,1,2.0,0.457,0.258,0.285,0
0.5,0.6199999999999999,7,5,2,0.5,0.457,0.258,0.285,1
0.5000000000000002,0.5799999999999998,13,9,4,2.5,0.457,0.258,0.285,1
-0.10000000000000009,-0.16000000000000014,6,7,-1,-2.5,0.457,0.258,0.285,-1
-0.5,-0.18000000000000016,4,7,-3,1.0,0.457,0.258,0.285,0
-0.7999999999999999,0.3600000000000001,1,5,-4,-3.5,0.457,0.258,0.285,0
0.5,0.48,5,2,3,-2.5,0.457,0.258,0.285,1
-0.5999999999999999,-0.2599999999999998,7,7,0,0.0,0.457,0.258,0.285,-1
-0.10000000000000009,0.4299999999999997,7,6,1,1.0,0.457,0.258,0.285,1
0.3599999999999999,0.10999999999999988,7,2,5,6.5,0.457,0.258,0.285,-1
0.09000000000000008,1.2699999999999998,7,7,0,11.5,0.457,0.258,0.285,1
1.4500000000000002,1.4,13,4,9,10.5,0.457,0.258,0.285,1
0.09000000000000008,-0.25,5,6,-1,3.5,0.457,0.258,0.285,-1
-1.4500000000000002,-1.5999999999999996,8,15,-7,-13.0,0.457,0.258,0.285,1
-0.09000000000000002,-0.98,2,2,0,11.0,0.457,0.258,0.285,-1
-1.27,-1.06,4,7,-3,-3.0,0.457,0.258,0.285,1
-0.3600000000000001,-1.35,9,8,1,-9.5,0.457,0.258,0.285,1
0.5499999999999998,0.050000000000000044,7,5,2,0.5,0.457,0.258,0.285,0
-0.8300000000000001,-1.2499999999999998,4,7,-3,-9.0,0.457,0.258,0.285,0
-0.33000000000000007,0.0,5,13,-8,5.5,0.457,0.258,0.285,0
0.5,0.8799999999999999,6,11,-5,5.0,0.457,0.258,0.285,0
1.92,1.73,12,2,10,9.5,0.457,0.258,0.285,1
-0.4999999999999999,0.6100000000000001,4,5,-1,-7.0,0.457,0.258,0.285,1
-0.25,-0.020000000000000018,5,6,-1,-5.0,0.457,0.258,0.285,1
-0.6699999999999999,0.02000000000000024,5,9,-4,-1.5,0.457,0.258,0.285,-1
0.08000000000000007,-0.76,8,9,-1,-14.0,0.457,0.258,0.285,0
-0.16000000000000014,0.6100000000000001,3,8,-5,3.5,0.457,0.258,0.285,1
0.17000000000000004,0.16000000000000014,6,6,0,1.0,0.457,0.258,0.285,1
0.08000000000000007,0.3700000000000001,5,6,-1,-2.0,0.457,0.258,0.285,1
0.8500000000000001,1.1999999999999997,12,5,7,11.5,0.457,0.258,0.285,1
-0.29999999999999993,0.8499999999999999,7,9,-2,-4.0,0.457,0.258,0.285,0
0.1499999999999999,0.1100000000000001,8,4,4,2.0,0.457,0.258,0.285,1
0.8399999999999999,0.3900000000000001,4,1,3,-4.0,0.457,0.258,0.285,0
-0.69,0.25,6,12,-6,-7.5,0.457,0.258,0.285,1
0.31000000000000005,-0.23999999999999977,6,7,-1,-3.5,0.457,0.258,0.285,1
-1.15,-1.6099999999999999,9,11,-2,-6.5,0.457,0.258,0.285,-1
0.69,1.22,3,3,0,3.5,0.457,0.258,0.285,0
0.08000000000000007,-0.5599999999999998,6,8,-2,-6.0,0.457,0.258,0.285,0
0.07000000000000006,0.95,6,9,-3,11.5,0.457,0.258,0.285,-1
-0.42999999999999994,-0.6400000000000001,3,6,-3,2.0,0.457,0.258,0.285,-1
0.2799999999999999,0.3999999999999999,6,8,-2,17.5,0.457,0.258,0.285,1
0.72,0.71,11,6,5,7.5,0.457,0.258,0.285,0
0.0,0.2599999999999998,1,6,-5,0.5,0.457,0.258,0.285,1
0.0,-0.26,9,4,5,-3.0,0.457,0.258,0.285,1
-0.5700000000000001,-0.32000000000000006,2,7,-5,8.0,0.457,0.258,0.285,0
-1.7199999999999998,-1.7799999999999998,5,12,-7,-15.5,0.457,0.258,0.285,-1
0.5,-0.1100000000000001,12,10,2,-1.0,0.457,0.258,0.285,-1
-0.5,-1.19,5,4,1,-9.0,0.457,0.258,0.285,1
-0.33000000000000007,1.2,6,9,-3,6.5,0.457,0.258,0.285,1
-0.5399999999999999,-0.15999999999999992,5,13,-8,-5.5,0.457,0.258,0.285,0
-0.19999999999999996,-0.13000000000000012,6,9,-3,-5.0,0.457,0.258,0.285,1
0.0,0.13000000000000012,2,3,-1,7.0,0.457,0.258,0.285,1
-0.19999999999999973,-0.009999999999999898,11,12,-1,-8.0,0.457,0.258,0.285,-1
0.20000000000000007,1.03,8,4,4,-8.0,0.457,0.258,0.285,1
-0.6599999999999999,-1.3299999999999998,4,3,1,-11.0,0.457,0.258,0.285,-1
0.26,0.48999999999999977,11,9,2,-0.5,0.457,0.258,0.285,-1
0.19999999999999996,-0.8499999999999999,7,8,-1,-8.5,0.457,0.258,0.285,-1
0.53,0.1100000000000001,3,2,1,-5.0,0.457,0.258,0.285,0
0.8700000000000001,0.74,5,10,-5,7.0,0.457,0.258,0.285,0
0.43999999999999995,1.0599999999999998,10,6,4,22.5,0.457,0.258,0.285,-1
1.44,1.3399999999999999,12,4,8,13.5,0.457,0.258,0.285,1
-1.0,-1.35,3,8,-5,-10.0,0.457,0.258,0.285,-1
0.43999999999999995,0.020000000000000018,11,4,7,-2.0,0.457,0.258,0.285,1
-0.81,-0.5,3,4,-1,-2.5,0.457,0.258,0.285,1
-0.94,-1.6199999999999999,3,8,-5,-13.5,0.457,0.258,0.285,-1
-0.18000000000000016,-0.53,11,6,5,-0.5,0.457,0.258,0.285,0
0.18000000000000016,0.5200000000000002,9,10,-1,10.5,0.457,0.258,0.285,1
0.2400000000000002,-0.16000000000000014,6,4,2,-0.5,0.457,0.258,0.285,0
0.7,1.4,6,9,-3,23.0,0.457,0.258,0.285,1
0.1100000000000001,0.8799999999999999,7,4,3,4.0,0.457,0.258,0.285,1
1.59,1.77,8,0,8,15.0,0.457,0.258,0.285,1
0.41000000000000003,0.3699999999999999,3,6,-3,-4.5,0.457,0.258,0.285,1
0.0,0.5899999999999999,8,1,7,-7.0,0.457,0.258,0.285,-1
-1.12,-1.1099999999999999,7,15,-8,-17.0,0.457,0.258,0.285,0
0.30000000000000004,0.6600000000000001,12,11,1,4.0,0.457,0.258,0.285,0
0.1200000000000001,0.23999999999999977,4,11,-7,4.5,0.457,0.258,0.285,1
-0.24,-0.48,4,7,-3,0.0,0.457,0.258,0.285,-1
-0.7100000000000001,-1.4599999999999997,4,8,-4,-9.0,0.457,0.258,0.285,-1
0.3899999999999999,1.0399999999999998,10,4,6,6.0,0.457,0.258,0.285,1
-0.6699999999999999,-0.8200000000000001,8,10,-2,-19.0,0.457,0.258,0.285,-1
0.84,0.8999999999999999,9,1,8,3.0,0.457,0.258,0.285,1
0.22000000000000008,-0.48,4,5,-1,7.5,0.457,0.258,0.285,0
1.28,1.3599999999999999,13,6,7,10.5,0.457,0.258,0.285,1
-0.44000000000000017,-1.5899999999999999,10,8,2,-18.0,0.457,0.258,0.285,-1
-1.1099999999999999,-0.3699999999999999,6,4,2,5.0,0.457,0.258,0.285,-1
-0.8300000000000001,-0.6699999999999999,0,7,-7,-1.5,0.457,0.258,0.285,0
0.0,-0.8999999999999999,9,9,0,-9.0,0.457,0.258,0.285,1
-1.1099999999999999,-1.3299999999999998,4,10,-6,-9.5,0.457,0.258,0.285,1
-3.0,-0.69,0,3,-3,3.5,0.457,0.258,0.285,-1
0.0,1.35,3,3,0,11.0,0.457,0.258,0.285,1
-3.0,-0.3400000000000001,0,3,-3,1.0,0.457,0.258,0.285,0
-3.0,1.23,0,3,-3,0.0,0.457,0.258,0.285,1
0.0,0.13000000000000012,0,0,0,-11.0,0.457,0.258,0.285,0
0.0,0.8699999999999999,0,0,0,0.0,0.457,0.258,0.285,-1
0.0,-1.0899999999999999,1,1,0,-6.5,0.457,0.258,0.285,0
0.0,0.44000000000000017,1,1,0,5.5,0.457,0.258,0.285,1
0.0,0.08999999999999986,3,3,0,-5.5,0.457,0.258,0.285,1
-3.0,0.7700000000000002,0,3,-3,9.0,0.457,0.258,0.285,0
0.69,1.2,12,6,6,7.5,0.457,0.258,0.285,1
0.15999999999999992,0.20999999999999996,5,1,4,-7.0,0.457,0.258,0.285,-1
-0.1499999999999999,-0.71,11,10,1,-9.0,0.457,0.258,0.285,-1
-0.20999999999999996,-0.11999999999999988,4,5,-1,10.0,0.457,0.258,0.285,-1
0.6799999999999999,1.3599999999999999,13,7,6,3.5,0.457,0.258,0.285,1
-0.7299999999999998,-1.5899999999999999,9,7,2,-12.5,0.457,0.258,0.285,-1
-0.79,-1.38,5,9,-4,-6.5,0.457,0.258,0.285,-1
-0.6799999999999999,-0.5800000000000001,1,4,-3,-7.5,0.457,0.258,0.285,1
0.58,-0.5,9,5,4,12.5,0.457,0.258,0.285,0
-0.5800000000000001,-0.75,6,10,-4,-5.5,0.457,0.258,0.285,-1
1.45,1.72,13,4,9,8.5,0.457,0.258,0.285,-1
0.2999999999999998,0.9899999999999998,9,6,3,10.5,0.457,0.258,0.285,1
0.6500000000000001,1.24,9,7,2,4.0,0.457,0.258,0.285,1
-0.6499999999999999,-0.6400000000000001,3,10,-7,-2.5,0.457,0.258,0.285,-1
-0.9,-0.5899999999999999,6,15,-9,-3.0,0.457,0.258,0.285,0
0.4999999999999999,0.2999999999999998,5,4,1,5.5,0.457,0.258,0.285,0
1.15,1.1900000000000002,10,4,6,11.0,0.457,0.258,0.285,1
0.5999999999999999,-0.13000000000000012,7,4,3,-7.5,0.457,0.258,0.285,-1
-0.10000000000000009,0.3999999999999999,1,6,-5,11.5,0.457,0.258,0.285,1
-1.5500000000000003,-1.6199999999999997,4,13,-9,-11.0,0.457,0.258,0.285,-1
-0.3800000000000001,-0.15000000000000013,13,12,1,-2.5,0.457,0.258,0.285,-1
0.0,-0.6599999999999999,4,4,0,-7.0,0.457,0.258,0.285,-1
0.33000000000000007,0.3900000000000001,10,6,4,10.0,0.457,0.258,0.285,0
0.2799999999999999,0.3899999999999999,4,3,1,8.0,0.457,0.258,0.285,0
1.0,0.35,13,9,4,-0.5,0.457,0.258,0.285,1
0.24,-0.23999999999999977,3,3,0,-6.5,0.457,0.258,0.285,0
-1.2400000000000002,-1.1400000000000001,6,13,-7,-1.5,0.457,0.258,0.285,0
-0.9500000000000001,-0.41999999999999993,4,7,-3,-2.5,0.457,0.258,0.285,1
-0.4800000000000002,-1.24,6,10,-4,-9.5,0.457,0.258,0.285,-1
-0.18999999999999995,-0.1399999999999999,6,4,2,-8.5,0.457,0.258,0.285,1
0.22999999999999998,0.15000000000000013,12,10,2,3.0,0.457,0.258,0.285,1
0.22999999999999998,1.2499999999999998,9,1,8,17.5,0.457,0.258,0.285,1
1.0400000000000003,1.22,12,5,7,3.0,0.457,0.258,0.285,1
0.21999999999999997,0.41999999999999993,4,7,-3,4.5,0.457,0.258,0.285,-1
-0.6799999999999999,-0.030000000000000027,6,10,-4,2.0,0.457,0.258,0.285,0
0.040000000000000036,0.1399999999999999,7,5,2,-5.0,0.457,0.258,0.285,1
-0.6799999999999999,-0.5899999999999997,11,13,-2,-4.5,0.457,0.258,0.285,0
0.64,0.04999999999999982,6,1,5,2.5,0.457,0.258,0.285,0
0.5399999999999999,0.53,3,4,-1,4.5,0.457,0.258,0.285,0
-0.2799999999999999,-0.28,4,9,-5,-1.5,0.457,0.258,0.285,-1
0.13000000000000012,0.18999999999999995,7,9,-2,-2.5,0.457,0.258,0.285,0
-0.040000000000000036,-0.04999999999999982,2,1,1,5.5,0.457,0.258,0.285,-1
1.4300000000000002,0.7499999999999999,13,7,6,9.5,0.457,0.258,0.285,1
-0.6500000000000001,-1.01,1,11,-10,-12.5,0.457,0.258,0.285,0
-1.5700000000000003,-1.72,5,12,-7,-8.5,0.457,0.258,0.285,0
-1.13,-1.77,10,12,-2,-14.5,0.457,0.258,0.285,0
0.43000000000000005,0.3699999999999999,4,4,0,3.0,0.457,0.258,0.285,0
-0.20999999999999996,-0.22999999999999976,9,9,0,3.5,0.457,0.258,0.285,0
0.16999999999999993,0.6400000000000001,8,4,4,5.0,0.457,0.258,0.285,1
-0.07999999999999985,-0.030000000000000027,5,4,1,-2.0,0.457,0.258,0.285,1
0.33000000000000007,1.0899999999999999,5,2,3,6.5,0.457,0.258,0.285,1
0.88,0.69,8,2,6,3.0,0.457,0.258,0.285,0
-1.29,-1.23,7,13,-6,-10.5,0.457,0.258,0.285,-1
0.71,0.3400000000000001,13,10,3,-7.5,0.457,0.258,0.285,0
-0.9199999999999999,-1.35,4,10,-6,-12.5,0.457,0.258,0.285,1
-0.45000000000000007,-0.13000000000000012,6,2,4,11.0,0.457,0.258,0.285,0
-0.38,-0.44000000000000017,10,7,3,-5.0,0.457,0.258,0.285,1
-0.33000000000000007,-0.7700000000000002,1,9,-8,-6.5,0.457,0.258,0.285,-1
-0.2999999999999998,-0.08999999999999986,4,9,-5,5.5,0.457,0.258,0.285,1
-0.13,-0.8699999999999999,5,6,-1,-5.5,0.457,0.258,0.285,0
-0.36,-0.20999999999999996,3,7,-4,-9.5,0.457,0.258,0.285,1
1.0,1.6099999999999999,7,3,4,12.5,0.457,0.258,0.285,1
0.07999999999999985,1.01,8,1,7,11.5,0.457,0.258,0.285,-1
0.8,0.7199999999999999,13,9,4,13.0,0.457,0.258,0.285,1
0.0,-0.3699999999999999,3,7,-4,-13.5,0.457,0.258,0.285,0
-1.1600000000000001,-0.74,6,11,-5,1.0,0.457,0.258,0.285,1
0.2799999999999999,0.53,1,10,-9,6.5,0.457,0.258,0.285,1
-0.48,-1.1799999999999997,7,5,2,-8.0,0.457,0.258,0.285,-1
0.68,0.6199999999999999,6,7,-1,-4.5,0.457,0.258,0.285,1
0.72,0.7700000000000002,9,7,2,4.0,0.457,0.258,0.285,1
0.7699999999999999,1.2499999999999998,7,5,2,11.0,0.457,0.258,0.285,1
-0.1499999999999999,0.020000000000000018,5,4,1,5.0,0.457,0.258,0.285,1
-0.040000000000000036,0.76,5,8,-3,14.0,0.457,0.258,0.285,1
0.16000000000000014,0.0,8,10,-2,-4.0,0.457,0.258,0.285,1
0.0,-0.6100000000000001,7,8,-1,-4.0,0.457,0.258,0.285,1
-0.5,-0.8799999999999999,4,6,-2,-9.0,0.457,0.258,0.285,1
-1.85,-1.73,4,13,-9,-9.0,0.457,0.258,0.285,-1
0.06999999999999995,-0.16000000000000014,10,3,7,-4.0,0.457,0.258,0.285,-1
0.2999999999999998,-0.02000000000000024,4,7,-3,-1.0,0.457,0.258,0.285,1
-0.7000000000000002,-0.6100000000000001,4,9,-5,4.5,0.457,0.258,0.285,-1
-1.1799999999999997,-1.4,5,8,-3,-12.5,0.457,0.258,0.285,-1
0.33000000000000007,1.35,7,7,0,12.0,0.457,0.258,0.285,1
0.7100000000000001,1.06,5,7,-2,6.0,0.457,0.258,0.285,1
1.33,1.5999999999999996,13,6,7,20.5,0.457,0.258,0.285,1
0.37,0.98,5,3,2,3.0,0.457,0.258,0.285,-1
0.10999999999999988,-0.050000000000000044,4,4,0,-9.5,0.457,0.258,0.285,-1
-0.11999999999999988,-0.10999999999999988,4,7,-3,-6.5,0.457,0.258,0.285,0
0.26,0.25,7,9,-2,-3.5,0.457,0.258,0.285,1
0.1499999999999999,-0.4299999999999997,11,10,1,-4.0,0.457,0.258,0.285,1
-0.5499999999999999,-1.2699999999999998,5,8,-3,-11.5,0.457,0.258,0.285,-1
0.06999999999999984,0.5599999999999998,10,7,3,6.0,0.457,0.258,0.285,0
-0.6800000000000002,-1.22,8,7,1,-6.0,0.457,0.258,0.285,-1
-0.42999999999999994,0.23999999999999977,8,13,-5,5.0,0.457,0.258,0.285,1
1.25,1.6099999999999999,8,5,3,10.5,0.457,0.258,0.285,1
-0.10999999999999988,-0.1100000000000001,9,4,5,1.0,0.457,0.258,0.285,1
0.17999999999999994,-0.8499999999999999,6,4,2,-11.0,0.457,0.258,0.285,0
-0.3600000000000001,-0.3900000000000001,5,2,3,0.0,0.457,0.258,0.285,1
-0.040000000000000036,-0.3700000000000001,4,4,0,-3.0,0.457,0.258,0.285,-1
0.0,-0.25,6,7,-1,2.5,0.457,0.258,0.285,1
-1.36,-1.1999999999999997,6,15,-9,-11.5,0.457,0.258,0.285,0
2.5,1.77,6,1,5,18.0,0.457,0.258,0.285,1
-0.5,-0.18999999999999995,1,2,-1,2.5,0.457,0.258,0.285,-1
1.5,1.72,4,1,3,4.5,0.457,0.258,0.285,1
1.5,0.04999999999999982,3,0,3,-5.5,0.457,0.258,0.285,0
-1.5,-0.7499999999999999,0,3,-3,-11.0,0.457,0.258,0.285,-1
1.0,0.22999999999999976,6,4,2,-3.5,0.457,0.258,0.285,0
0.0,1.01,1,1,0,14.0,0.457,0.258,0.285,0
-1.0,-0.6400000000000001,4,6,-2,-3.0,0.457,0.258,0.285,1
0.0,0.030000000000000027,3,3,0,-5.5,0.457,0.258,0.285,1
0.5,-0.3699999999999999,3,2,1,-2.5,0.457,0.258,0.285,0
0.14,0.32000000000000006,7,7,0,-2.0,0.457,0.258,0.285,1
0.73,1.19,9,7,2,9.0,0.457,0.258,0.285,1
-0.55,-0.71,5,10,-5,-7.5,0.457,0.258,0.285,1
1.69,1.7799999999999998,13,3,10,17.5,0.457,0.258,0.285,1
-0.5800000000000001,-0.3999999999999999,5,10,-5,-6.5,0.457,0.258,0.285,1
-0.3400000000000001,0.1100000000000001,3,9,-6,0.0,0.457,0.258,0.285,0
-0.10999999999999988,0.26,1,6,-5,7.0,0.457,0.258,0.285,0
-0.28,-0.95,6,10,-4,-11.5,0.457,0.258,0.285,-1
0.7200000000000002,0.6400000000000001,12,5,7,-2.5,0.457,0.258,0.285,-1
-0.30999999999999994,-0.2599999999999998,4,9,-5,-1.0,0.457,0.258,0.285,1
0.9299999999999999,1.6199999999999999,10,0,10,12.0,0.457,0.258,0.285,1
-0.5,-1.0599999999999998,9,9,0,-11.5,0.457,0.258,0.285,-1
0.5,0.53,7,4,3,0.5,0.457,0.258,0.285,1
0.42999999999999994,0.5,8,6,2,5.5,0.457,0.258,0.285,1
0.9699999999999998,1.35,9,6,3,9.5,0.457,0.258,0.285,1
-0.8999999999999999,-0.74,7,12,-5,-8.5,0.457,0.258,0.285,1
-1.47,-1.3399999999999999,2,13,-11,-7.5,0.457,0.258,0.285,-1
-0.47,-0.5200000000000002,6,9,-3,-7.5,0.457,0.258,0.285,-1
-0.3400000000000001,0.16000000000000014,4,10,-6,3.0,0.457,0.258,0.285,1
-0.22999999999999987,-0.020000000000000018,6,6,0,6.0,0.457,0.258,0.285,1
0.8700000000000001,1.3299999999999998,9,2,7,11.0,0.457,0.258,0.285,1
0.3600000000000001,0.8499999999999999,12,7,5,8.5,0.457,0.258,0.285,0
0.41999999999999993,0.009999999999999898,13,12,1,4.0,0.457,0.258,0.285,-1
-0.19999999999999996,-0.13000000000000012,6,10,-4,-6.5,0.457,0.258,0.285,1
-0.18999999999999995,-0.48999999999999977,5,3,2,-3.5,0.457,0.258,0.285,0
-0.22999999999999998,-0.1100000000000001,6,9,-3,2.0,0.457,0.258,0.285,0
-0.3600000000000001,-1.03,0,7,-7,-9.0,0.457,0.258,0.285,-1
0.13000000000000012,0.15999999999999992,1,6,-5,2.5,0.457,0.258,0.285,-1
0.16000000000000014,0.13000000000000012,9,10,-1,2.0,0.457,0.258,0.285,0
-0.32000000000000006,-1.2,7,10,-3,-9.0,0.457,0.258,0.285,-1
0.69,1.4399999999999997,10,3,7,5.0,0.457,0.258,0.285,1
-0.18999999999999995,-0.17999999999999994,9,7,2,-7.5,0.457,0.258,0.285,0
0.09999999999999987,0.5799999999999998,12,7,5,7.0,0.457,0.258,0.285,0
0.9099999999999999,1.01,11,7,4,1.0,0.457,0.258,0.285,1
0.7400000000000002,1.35,12,4,8,9.0,0.457,0.258,0.285,1
0.15000000000000013,-0.02000000000000024,6,2,4,0.0,0.457,0.258,0.285,-1
-0.81,-1.43,0,10,-10,-15.5,0.457,0.258,0.285,0
-0.030000000000000027,0.44999999999999996,10,8,2,2.0,0.457,0.258,0.285,0
-1.38,-1.25,1,10,-9,-12.0,0.457,0.258,0.285,-1
-0.31000000000000005,-0.5099999999999998,7,4,3,2.5,0.457,0.258,0.285,-1
-0.6100000000000001,-1.0699999999999998,7,13,-6,-1.5,0.457,0.258,0.285,-1
-0.3599999999999999,-0.3400000000000001,8,10,-2,-0.5,0.457,0.258,0.285,0
1.4200000000000002,1.4099999999999997,10,10,0,14.5,0.457,0.258,0.285,1
0.33000000000000007,0.18000000000000016,3,1,2,-2.0,0.457,0.258,0.285,1
-0.30000000000000004,-0.48,4,1,3,-0.5,0.457,0.258,0.285,-1
-0.6699999999999999,-0.6199999999999999,4,11,-7,-2.0,0.457,0.258,0.285,1
0.18000000000000016,-0.3600000000000001,4,11,-7,-7.5,0.457,0.258,0.285,0
-0.3599999999999999,-0.5799999999999998,5,12,-7,-5.5,0.457,0.258,0.285,1
0.24,0.0,4,6,-2,-1.0,0.457,0.258,0.285,0
0.24,0.41999999999999993,6,7,-1,3.0,0.457,0.258,0.285,1
-0.6200000000000001,-0.16000000000000003,15,12,3,-5.5,0.457,0.258,0.285,0
-0.09000000000000008,-0.07000000000000006,7,7,0,-1.0,0.457,0.258,0.285,1
0.53,1.1,8,5,3,16.0,0.457,0.258,0.285,1
0.47,0.51,10,7,3,-4.5,0.457,0.258,0.285,1
0.8499999999999999,1.19,9,8,1,7.5,0.457,0.258,0.285,1
-0.4099999999999999,-1.01,4,6,-2,-10.5,0.457,0.258,0.285,-1
0.0,-0.050000000000000044,1,1,0,-6.0,0.457,0.258,0.285,0
-0.17000000000000015,0.6100000000000001,11,2,9,5.0,0.457,0.258,0.285,-1
-0.030000000000000027,0.34999999999999987,4,5,-1,4.5,0.457,0.258,0.285,1
-0.91,-1.03,7,8,-1,-6.5,0.457,0.258,0.285,0
0.42999999999999994,0.55,4,2,2,11.5,0.457,0.258,0.285,-1
-0.1499999999999999,0.3699999999999999,9,10,-1,8.5,0.457,0.258,0.285,0
0.5400000000000003,0.009999999999999898,10,8,2,-3.5,0.457,0.258,0.285,-1
0.030000000000000027,-0.18999999999999995,4,7,-3,-6.0,0.457,0.258,0.285,-1
-1.12,-1.5699999999999998,2,13,-11,-7.0,0.457,0.258,0.285,-1
-0.07999999999999985,-0.08999999999999986,6,6,0,-1.5,0.457,0.258,0.285,0
-0.8199999999999998,-1.1,5,12,-7,-9.0,0.457,0.258,0.285,0
0.69,0.16000000000000014,9,8,1,1.5,0.457,0.258,0.285,1
0.4600000000000001,0.2599999999999998,4,5,-1,1.5,0.457,0.258,0.285,-1
0.1399999999999999,0.16000000000000014,8,4,4,2.0,0.457,0.258,0.285,0
0.8900000000000001,1.4599999999999997,13,5,8,9.0,0.457,0.258,0.285,1
-0.8099999999999998,-1.4,10,11,-1,-13.5,0.457,0.258,0.285,-1
0.48,0.48,8,6,2,0.0,0.457,0.258,0.285,1
-0.41999999999999993,-0.8799999999999999,1,7,-6,-2.0,0.457,0.258,0.285,-1
1.0799999999999998,1.1099999999999999,7,6,1,13.5,0.457,0.258,0.285,1
-0.27,-0.23999999999999977,4,4,0,-7.5,0.457,0.258,0.285,1
-0.3700000000000001,-0.3699999999999999,2,5,-3,1.5,0.457,0.258,0.285,-1
-1.3,-1.77,5,10,-5,-14.5,0.457,0.258,0.285,-1
-0.6900000000000002,-0.6600000000000001,7,9,-2,-2.5,0.457,0.258,0.285,-1
-0.020000000000000018,-0.5899999999999999,7,5,2,-4.0,0.457,0.258,0.285,0
0.25,0.71,11,10,1,9.0,0.457,0.258,0.285,1
0.89,1.38,9,1,8,8.5,0.457,0.258,0.285,1
0.9999999999999998,1.5899999999999999,10,6,4,12.5,0.457,0.258,0.285,-1
-0.7799999999999998,-1.2,5,13,-8,-8.0,0.457,0.258,0.285,-1
-0.030000000000000027,0.5,3,7,-4,-2.5,0.457,0.258,0.285,0
0.15999999999999992,0.11999999999999988,5,1,4,-10.0,0.457,0.258,0.285,-1
0.81,0.75,11,8,3,4.0,0.457,0.258,0.285,1
-1.0799999999999998,-1.3599999999999999,4,10,-6,-8.5,0.457,0.258,0.285,0
0.3999999999999999,0.5800000000000001,5,5,0,13.5,0.457,0.258,0.285,1
-0.13000000000000012,-0.20999999999999996,4,7,-3,-6.5,0.457,0.258,0.285,0
1.67,0.5899999999999999,5,0,5,9.0,0.457,0.258,0.285,1
-2.0,-0.2999999999999998,1,7,-6,9.0,0.457,0.258,0.285,1
0.6699999999999999,0.6400000000000001,6,4,2,2.0,0.457,0.258,0.285,0
-1.33,0.13000000000000012,3,7,-4,5.0,0.457,0.258,0.285,1
0.6699999999999999,1.6199999999999997,6,4,2,11.0,0.457,0.258,0.285,1
-1.33,-0.3999999999999999,2,6,-4,-9.0,0.457,0.258,0.285,0
-2.67,-1.72,1,9,-8,-7.5,0.457,0.258,0.285,0
-0.34,-1.1900000000000002,1,2,-1,-12.5,0.457,0.258,0.285,-1
-1.33,-1.24,3,7,-4,-8.0,0.457,0.258,0.285,0
1.3399999999999999,-0.9899999999999998,5,1,4,-10.5,0.457,0.258,0.285,0
